gw,Player,playerID,Num,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Interceptions,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,CmpPct,PrgP,Carries,PrgC,Succ,TotDist,PrgDist,xA,KP,Passes_Final_Third,PPA,CrsPA,Live,Dead,FK,TB,Sw,Crs,TI,CK,Inswinging,Outswinging,Str,Pass_Offside,TklW,Def_3rd,Mid_3rd,Att_3rd,TklPct,Lost,Pass,TklAndInterceptions,Clr,Err,Def_Pen,Att_Pen,SuccPct,Tkld,TkldPct,CPA,Mis,Dis,Rec,PrgR,SecondCrdY,Fls,Fld,PKwon,PKcon,OG,Recov,Won,WonPct,SoTA,GA,Saves,SavePct,PSxG,Thr,LaunchPct,AvgLen,Opp,Stp,StpPct,NumOPA,AvgDist
4,Ayoze Pérez,819aa8e7,17,ESP,RM,29,36,0,0,0,0,1,0,0,0,21,0,0,1,0.2,0.2,0.6,1,0,14,17,82.4,4,10,2,1,240,124,0.2,2,4,1,0,16,1,0,1,0,3,0,1,1,0,0,0,0,0,0,0,,0,1,0,0,0,0,3,100.0,0,0.0,2,1,1,17,6,0,0,1,0,0,0,2,0,0.0,,,,,,,,,,,,,
4,Ben Chilwell,d2424d1b,21,ENG,WB,25,1,0,0,0,0,0,0,0,0,2,0,1,0,0.0,0.0,0.0,0,0,0,0,,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,1,0,1,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
4,Boubakary Soumaré,ae59b359,42,FRA,DM,23,54,0,0,0,0,0,0,0,0,42,2,0,0,0.0,0.0,0.0,0,0,36,38,94.7,7,19,2,0,538,129,0.0,0,3,0,0,38,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,100.0,0,0,2,0,0,2,0,0.0,1,100.0,0,0,1,31,0,0,1,0,0,0,0,6,0,,,,,,,,,,,,,,
4,Christian Pulisic,1bf33a9a,10,USA,CM,23,16,0,0,0,0,0,0,0,0,6,0,0,0,0.0,0.0,0.0,0,0,3,4,75.0,0,2,1,0,34,13,0.0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,0.0,0,0.0,0,0,0,4,1,0,0,0,0,0,0,1,0,0.0,,,,,,,,,,,,,
4,Conor Gallagher,c2731c10,23,ENG,CM,22,27,0,0,0,0,0,0,2,1,33,3,0,2,0.0,0.0,0.0,1,0,25,29,86.2,5,20,0,0,359,81,0.0,0,6,0,0,29,0,0,0,0,0,0,0,0,0,0,0,3,1,2,0,100.0,0,2,3,0,0,0,0,,0,,0,1,0,22,0,1,3,0,0,0,0,4,0,,,,,,,,,,,,,,
4,César Azpilicueta,53cad200,28,ESP,CB,32,45,0,0,0,0,0,0,0,0,19,0,2,0,0.0,0.0,0.0,0,0,8,12,66.7,1,3,0,0,112,28,0.0,0,0,0,0,9,3,1,0,0,1,2,0,0,0,0,0,0,0,0,0,,0,0,2,6,0,5,0,,0,,0,0,0,6,0,0,0,0,0,0,0,2,2,100.0,,,,,,,,,,,,,
4,Daniel Amartey,1a4ef233,18,GHA,CB,27,90,0,0,0,0,0,0,0,0,87,1,2,1,0.0,0.0,0.3,3,0,72,78,92.3,11,48,5,1,1323,571,0.2,2,12,0,0,75,3,3,1,0,0,0,0,0,0,0,0,0,1,0,0,100.0,0,1,3,1,0,6,2,50.0,0,0.0,0,1,1,64,2,0,0,1,0,0,0,10,3,50.0,,,,,,,,,,,,,
4,Danny Ward,d3ce0e89,1,WAL,GK,29,90,0,0,0,0,0,0,0,0,19,0,0,0,0.0,0.0,0.0,0,0,15,17,88.2,0,12,0,0,354,229,0.0,0,0,0,0,14,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,12,0,,0,,0,0,0,11,0,0,0,0,0,0,0,2,0,,4,2,1,50.0,2.4,2,26.7,28.5,9,0,0.0,3,26.0
4,Dennis Praet,86695068,26,BEL,RM,28,54,0,0,0,0,0,0,1,0,24,4,0,1,0.0,0.0,0.0,1,0,9,16,56.3,0,10,2,0,132,19,0.0,0,0,0,0,15,1,0,0,0,2,0,0,0,0,0,0,3,3,1,0,100.0,0,1,4,1,0,1,0,0.0,1,100.0,0,2,3,14,4,0,1,0,0,0,0,2,0,0.0,,,,,,,,,,,,,
4,Edouard Mendy,33887998,16,SEN,GK,30,90,0,0,0,0,0,0,0,0,32,0,0,0,0.0,0.0,0.0,0,0,16,29,55.2,0,16,0,0,554,471,0.0,0,0,0,0,17,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,29,0,,0,,0,0,0,11,0,0,0,1,0,0,0,1,0,,5,1,4,80.0,1.3,2,44.4,36.5,27,2,7.4,1,13.7
4,Harvey Barnes,3ea50f67,7,ENG,LM,24,90,1,0,0,0,4,3,0,0,41,0,0,0,0.3,0.3,0.0,3,1,21,30,70.0,2,20,3,0,251,76,0.0,0,2,1,0,28,1,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0.0,1,0,0,0,0,1,4,0.0,2,50.0,0,1,1,35,9,0,1,2,0,0,0,3,1,33.3,,,,,,,,,,,,,
4,James Justin,fb614c44,2,ENG,LB,24,90,0,0,0,0,1,0,0,0,99,2,1,3,0.0,0.0,0.1,3,0,63,85,74.1,5,26,2,0,969,329,0.2,2,2,3,2,75,10,3,0,0,7,7,0,0,0,0,0,2,1,1,0,0.0,1,1,3,4,0,3,2,0.0,1,100.0,0,1,0,58,9,0,1,1,0,0,0,7,2,50.0,,,,,,,,,,,,,
4,Jamie Vardy,45963054,9,ENG,FW,35,90,0,1,0,0,4,1,0,0,14,0,0,0,1.2,1.2,0.1,2,1,5,8,62.5,1,8,3,1,51,9,0.0,1,0,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0,6,50.0,1,50.0,2,1,2,13,5,0,0,0,0,0,0,2,1,33.3,,,,,,,,,,,,,
4,Jonny Evans,f8fcd2a5,6,NIR,CB,34,90,0,0,0,0,0,0,0,0,80,1,1,1,0.0,0.0,0.0,1,0,66,71,93.0,3,30,0,0,1264,427,0.0,0,3,0,0,68,3,3,0,0,0,0,0,0,0,0,0,1,1,0,0,,0,1,2,3,0,8,1,,0,,0,0,0,56,0,0,1,2,0,0,0,6,3,75.0,,,,,,,,,,,,,
4,Jorginho,45db685d,5,ITA,CM,30,74,0,0,0,0,0,0,0,0,61,2,0,0,0.0,0.0,0.0,2,1,49,54,90.7,10,34,1,0,805,295,0.0,0,12,0,0,54,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,66.7,1,0,2,0,0,1,0,0.0,1,100.0,0,1,1,44,1,0,1,0,0,0,0,5,0,,,,,,,,,,,,,,
4,Kai Havertz,fed7cb61,29,GER,FW,23,90,0,0,0,0,0,0,1,0,45,1,0,1,0.0,0.0,0.0,2,1,22,32,68.8,3,23,2,0,253,81,0.0,0,2,1,0,30,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,1,1,1,4,0,4,3,0.0,1,100.0,1,3,2,35,10,0,4,2,0,0,0,1,4,36.4,,,,,,,,,,,,,
4,Kelechi Iheanacho,c92e1a31,14,NGA,FW,25,36,0,0,0,0,3,0,0,0,19,0,0,0,0.3,0.3,0.0,3,0,10,14,71.4,0,11,2,1,113,0,0.0,1,0,0,0,13,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,50.0,1,50.0,1,1,2,19,4,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,
4,Kiernan Dewsbury-Hall,5c74c0f5,22,ENG,CM,23,90,0,0,0,0,0,0,1,0,62,0,1,3,0.0,0.0,0.1,3,0,35,53,66.0,6,23,2,0,584,186,0.1,1,5,1,0,44,9,2,0,2,10,0,7,7,0,0,0,0,0,0,0,0.0,1,3,1,1,0,2,0,0.0,0,0.0,0,3,0,35,2,0,1,1,0,0,0,5,3,100.0,,,,,,,,,,,,,
4,Marc Cucurella,1daec722,32,ESP,WB,24,89,0,1,0,0,0,0,0,0,75,1,1,1,0.0,0.0,0.1,2,1,48,59,81.4,5,31,2,0,659,167,0.0,2,6,0,0,48,10,1,0,0,4,6,3,3,0,0,1,1,0,1,0,,0,1,2,4,0,2,0,0.0,2,100.0,0,3,0,41,8,0,0,1,0,0,0,6,1,50.0,,,,,,,,,,,,,
4,Mason Mount,9674002f,19,ENG,LM,23,45,0,0,0,0,0,0,0,0,26,3,1,0,0.0,0.0,0.0,0,0,13,18,72.2,1,7,0,0,194,25,0.0,1,1,0,0,15,3,1,0,0,1,1,0,0,0,0,0,1,0,1,2,,0,0,4,0,0,0,1,,0,,0,2,0,14,2,0,0,0,0,0,0,1,1,100.0,,,,,,,,,,,,,
4,Mateo Kovačić,79c0821a,8,CRO,CM,28,16,0,0,0,0,0,0,0,0,8,1,0,0,0.0,0.0,0.0,0,0,4,6,66.7,1,1,0,0,45,24,0.0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,,0,0,1,0,0,1,0,,0,,0,1,0,4,0,0,0,0,0,0,0,1,1,100.0,,,,,,,,,,,,,
4,Raheem Sterling,b400bde0,17,ENG,CM,27,74,2,0,0,0,3,3,0,0,31,0,0,0,1.2,1.2,0.4,3,0,15,19,78.9,0,22,3,2,171,42,0.2,1,0,1,1,19,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,33.3,3,50.0,1,2,5,30,5,0,1,2,0,0,0,2,0,,,,,,,,,,,,,,
4,Reece James,1265a93a,24,ENG,WB,22,90,0,1,0,0,2,0,0,0,76,1,1,1,0.1,0.1,0.9,3,1,62,69,89.9,4,44,6,1,1066,210,0.5,2,3,0,0,61,8,1,0,2,4,7,0,0,0,0,0,1,0,1,0,100.0,0,0,2,2,0,3,2,100.0,0,0.0,0,0,0,53,9,0,1,1,0,0,0,7,2,50.0,,,,,,,,,,,,,
4,Ruben Loftus-Cheek,e97fd090,12,ENG,CM,26,90,0,0,0,0,1,1,0,0,43,1,0,3,0.4,0.4,0.0,1,0,24,31,77.4,4,21,1,2,409,168,0.0,0,2,1,0,29,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0.0,1,2,1,4,0,4,1,66.7,1,33.3,0,1,1,26,3,0,0,0,0,0,0,8,1,25.0,,,,,,,,,,,,,
4,Thiago Silva,86e7deaf,6,BRA,CB,37,90,0,0,0,0,1,0,0,0,76,5,0,2,0.1,0.1,0.0,0,0,54,62,87.1,5,40,0,1,1083,445,0.0,0,5,1,0,59,3,3,0,2,0,0,0,0,0,0,0,4,1,4,0,100.0,0,0,5,4,0,11,1,100.0,0,0.0,0,0,0,51,0,0,0,0,0,0,0,4,4,80.0,,,,,,,,,,,,,
4,Timothy Castagne,197640fd,27,BEL,RB,26,90,0,0,0,0,2,1,0,0,90,1,1,1,0.4,0.4,0.0,3,0,63,74,85.1,3,26,2,0,849,236,0.1,1,0,1,1,65,9,0,0,1,5,9,0,0,0,0,0,0,1,0,0,0.0,1,1,2,4,0,2,4,,0,,0,1,0,60,17,0,1,0,0,0,0,4,4,50.0,,,,,,,,,,,,,
4,Trevoh Chalobah,5515376c,14,ENG,CB,23,90,0,0,0,0,0,0,0,0,62,0,0,1,0.0,0.0,0.0,0,0,49,57,86.0,1,40,0,0,1049,360,0.0,0,1,0,0,56,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0.0,1,0,0,3,0,8,0,,0,,0,1,0,49,0,0,0,0,0,0,0,4,1,50.0,,,,,,,,,,,,,
4,Wilfred Ndidi,6b47c5db,25,NGA,CM,25,2,0,0,0,0,0,0,0,0,3,0,0,0,0.0,0.0,0.0,0,0,2,2,100.0,1,1,0,0,39,17,0.0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,,0,,0,1,0,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
4,Youri Tielemans,56f7a928,8,BEL,CM,25,88,0,0,0,0,2,0,0,0,88,6,1,0,0.1,0.1,1.2,10,0,67,75,89.3,15,32,3,1,1127,448,0.9,6,11,4,1,71,4,0,2,0,4,0,3,2,0,0,0,3,4,1,1,66.7,1,0,7,2,0,1,1,50.0,0,0.0,0,2,0,62,0,0,0,1,0,0,0,6,0,,,,,,,,,,,,,,
4,Aaron Hickey,1780bb4a,2,SCO,RB,20,90,0,0,0,0,2,0,1,0,64,2,0,0,0.0,0.0,0.0,2,0,46,55,83.6,6,48,4,0,559,170,0.0,1,5,0,0,52,3,1,0,0,4,2,0,0,0,0,0,1,1,1,0,100.0,0,0,2,3,0,3,1,0.0,1,100.0,0,0,0,46,9,0,1,1,0,0,0,6,0,0.0,,,,,,,,,,,,,
4,Alex Iwobi,6ca5ec4b,17,NGA,CM,26,90,0,0,0,0,2,1,0,0,53,5,0,1,0.1,0.1,0.1,1,0,39,42,92.9,5,24,0,0,643,156,0.0,1,1,0,0,42,0,0,0,0,0,0,0,0,0,0,0,2,2,3,0,100.0,0,1,5,2,0,3,0,,0,,0,1,2,33,2,0,0,0,0,0,0,4,0,,,,,,,,,,,,,,
4,Amadou Onana,828657ff,8,BEL,CM,21,77,0,0,0,0,0,0,0,0,48,3,1,2,0.0,0.0,0.1,2,0,33,40,82.5,1,26,2,1,525,73,0.2,1,2,0,0,40,0,0,1,0,0,0,0,0,0,0,0,3,0,3,0,66.7,1,1,4,2,0,3,0,100.0,0,0.0,0,0,0,36,2,0,1,1,0,0,0,3,1,16.7,,,,,,,,,,,,,
4,Anthony Gordon,2bd83368,10,ENG,RW,21,90,1,0,0,0,5,4,1,0,44,5,0,2,0.3,0.3,0.0,3,0,23,28,82.1,2,20,1,1,337,58,0.0,0,1,1,0,28,0,0,0,0,0,0,0,0,0,0,0,4,4,0,1,40.0,3,2,5,0,0,0,3,33.3,2,66.7,1,2,2,23,2,0,2,0,0,0,0,4,1,12.5,,,,,,,,,,,,,
4,Ben Mee,8df7a2fb,16,ENG,CB,32,90,0,0,0,0,1,0,0,0,79,0,4,2,0.1,0.1,0.0,3,0,54,65,83.1,0,52,0,0,1014,362,0.0,0,2,0,0,62,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,1,0,4,6,0,11,1,,0,,0,0,0,49,0,0,0,0,0,0,0,5,8,88.9,,,,,,,,,,,,,
4,Bryan Mbeumo,6afaebf2,19,CMR,RW,23,77,0,0,0,0,4,1,0,0,36,0,0,1,0.3,0.3,0.0,3,0,21,30,70.0,3,28,2,0,293,57,0.0,1,2,0,0,28,2,0,1,0,3,1,1,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,4,,0,,0,0,1,29,8,0,0,0,0,0,0,1,1,50.0,,,,,,,,,,,,,
4,Christian Nørgaard,df0a4c90,6,DEN,CM,28,68,0,0,0,0,3,1,0,0,66,4,2,0,0.2,0.2,0.0,1,0,48,58,82.8,4,53,0,1,758,225,0.0,1,1,1,0,58,0,0,0,1,0,0,0,0,0,0,0,1,0,4,0,25.0,3,0,6,0,0,2,3,100.0,0,0.0,0,1,1,49,0,0,0,0,0,0,0,7,2,100.0,,,,,,,,,,,,,
4,Conor Coady,2928dca2,30,ENG,CB,29,90,0,1,0,0,0,0,0,0,52,0,0,1,0.0,0.0,0.1,1,1,41,46,89.1,4,31,0,0,927,459,0.2,1,5,0,0,45,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,4,0,11,0,,0,,0,0,0,38,0,0,0,4,0,0,0,5,1,50.0,,,,,,,,,,,,,
4,David Raya,98ea5115,1,ESP,GK,26,90,0,0,0,0,0,0,0,0,43,0,0,0,0.0,0.0,0.0,0,0,36,40,90.0,1,32,0,0,886,626,0.0,0,0,0,0,30,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,27,0,,0,,0,0,0,22,0,0,0,1,0,0,0,0,0,,7,1,6,85.7,1.4,7,21.2,27.8,11,1,9.1,0,9.0
4,Demarai Gray,4468ec10,11,ENG,LW,26,90,0,0,0,0,2,0,0,0,35,0,1,1,0.2,0.2,0.1,3,0,13,19,68.4,1,18,2,0,267,91,0.1,2,1,0,0,15,4,0,0,0,3,0,2,2,0,0,0,0,0,0,0,,0,0,1,0,0,1,6,0.0,1,100.0,2,7,0,19,8,0,1,0,0,0,0,4,0,0.0,,,,,,,,,,,,,
4,Dwight McNeil,fc15fb84,7,ENG,FW,22,85,0,0,0,0,1,0,0,0,50,1,0,1,0.1,0.1,0.1,5,0,26,37,70.3,4,24,2,4,448,105,0.1,1,2,1,0,34,3,0,1,0,4,0,3,3,0,0,0,1,1,0,0,,0,1,1,0,0,0,3,66.7,2,33.3,0,1,4,29,4,0,0,0,0,0,0,3,0,0.0,,,,,,,,,,,,,
4,Ivan Toney,e09f279b,17,ENG,FW,26,90,0,0,0,0,2,0,0,0,26,0,0,0,0.3,0.3,0.1,3,0,13,17,76.5,2,17,0,0,211,79,0.1,1,1,2,1,15,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,1,0,1,2,0.0,1,100.0,0,3,1,18,1,0,3,1,0,0,0,3,1,16.7,,,,,,,,,,,,,
4,James Tarkowski,15ea812b,2,ENG,CB,29,90,0,0,0,0,2,1,0,0,61,2,2,2,0.3,0.3,0.0,1,0,34,42,81.0,5,18,0,0,635,285,0.0,0,5,0,0,41,0,0,0,1,0,0,0,0,0,0,1,2,1,1,0,100.0,0,0,4,10,0,12,2,,0,,0,0,0,33,1,0,0,1,0,0,0,3,7,100.0,,,,,,,,,,,,,
4,Jordan Pickford,4806ec67,1,ENG,GK,28,90,0,0,0,0,0,0,1,0,44,0,1,0,0.0,0.0,0.0,0,0,17,38,44.7,0,20,0,0,769,614,0.0,0,4,0,0,21,16,4,0,0,0,0,0,0,0,0,1,0,0,0,0,,0,0,1,2,0,35,0,,0,,0,1,0,16,0,0,0,0,0,0,0,0,1,100.0,5,1,4,80.0,1.4,4,72.0,50.4,26,1,3.8,4,12.9
4,Josh Dasilva,60344e4f,10,ENG,RM,23,89,0,0,0,0,1,1,0,0,72,2,0,1,0.1,0.1,0.0,6,0,55,62,88.7,4,60,6,3,816,118,0.1,1,4,1,1,61,1,0,0,0,2,1,0,0,0,0,0,1,1,1,0,50.0,1,1,2,0,0,1,2,42.9,3,42.9,1,0,5,58,8,0,0,0,0,0,0,7,1,100.0,,,,,,,,,,,,,
4,Keane Lewis-Potter,41f08ac8,23,ENG,AM,21,23,0,1,0,0,1,0,0,0,14,0,0,0,0.0,0.0,0.8,3,1,8,9,88.9,1,10,0,0,106,12,0.2,3,0,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,4,0.0,1,100.0,0,0,0,10,4,0,0,1,0,0,0,1,0,0.0,,,,,,,,,,,,,
4,Mads Bech Sørensen,30db8574,29,DEN,CM,23,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0,0,1,1,100.0,0,0,0,0,23,0,0.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
4,Mason Holgate,d0042ab9,4,ENG,CB,25,67,0,0,0,0,0,0,0,0,43,0,1,2,0.0,0.0,0.0,2,1,24,31,77.4,2,16,2,0,458,113,0.0,1,2,1,0,28,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,,0,2,1,7,0,9,0,,0,,0,1,0,21,0,0,2,1,0,0,0,6,2,66.7,,,,,,,,,,,,,
4,Mathias Jensen,0f134faf,8,DEN,LM,26,90,0,0,0,0,2,0,0,0,85,3,0,1,0.0,0.0,0.3,6,0,48,78,61.5,4,52,4,0,909,321,0.1,3,7,2,1,61,17,3,0,2,10,7,7,4,1,0,0,1,0,3,0,0.0,1,1,3,0,0,1,0,0.0,1,50.0,0,2,0,57,3,0,0,1,0,0,0,5,1,100.0,,,,,,,,,,,,,
4,Mathias Jørgensen,0db5d2c8,13,DEN,CB,32,67,0,0,0,0,0,0,0,0,65,1,1,2,0.0,0.0,0.1,1,0,55,59,93.2,7,48,0,0,900,321,0.1,1,7,0,0,57,2,1,0,0,0,1,0,0,0,0,0,0,1,0,0,100.0,0,0,2,2,0,4,1,,0,,0,0,0,47,0,0,0,0,0,0,0,2,3,100.0,,,,,,,,,,,,,
4,Michael Keane,c5b7c315,5,ENG,CB,29,23,0,0,0,0,0,0,0,0,10,0,0,0,0.0,0.0,0.0,1,0,2,4,50.0,0,1,0,0,21,8,0.0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,4,0,4,0,,0,,0,1,0,3,0,0,1,0,0,0,0,0,0,0.0,,,,,,,,,,,,,
4,Mikkel Damsgaard,215f3907,24,DEN,AM,22,13,0,0,0,0,0,0,0,0,7,0,0,0,0.0,0.0,0.0,0,0,7,7,100.0,1,4,0,0,74,9,0.0,0,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,,0,,0,0,0,4,0,0,0,0,0,0,0,0,1,100.0,,,,,,,,,,,,,
4,Nathan Patterson,230f0471,3,SCO,RM,20,90,0,0,0,0,1,0,0,0,59,4,2,0,0.1,0.1,0.2,5,0,39,48,81.3,3,22,0,1,572,221,0.2,1,2,2,1,41,7,0,0,0,4,7,0,0,0,0,0,2,3,1,0,50.0,1,0,6,1,0,2,2,100.0,0,0.0,0,2,0,35,10,0,0,0,0,0,0,7,1,50.0,,,,,,,,,,,,,
4,Rico Henry,8a3c1dc7,3,ENG,LB,25,90,0,0,0,0,0,0,0,0,57,1,1,2,0.0,0.0,0.2,3,0,33,48,68.8,3,28,2,0,488,158,0.2,2,0,3,1,37,11,0,0,0,8,11,0,0,0,0,0,1,0,1,0,100.0,0,1,2,1,0,3,2,,0,,1,1,4,29,3,0,0,1,0,0,0,2,1,25.0,,,,,,,,,,,,,
4,Rúben Vinagre,b937e490,29,POR,LM,23,5,0,0,0,0,0,0,0,0,6,1,0,0,0.0,0.0,0.0,0,0,1,4,25.0,0,2,1,1,20,0,0.0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,,0,0,1,0,0,0,0,50.0,0,0.0,0,0,0,3,1,0,0,1,0,0,0,1,0,,,,,,,,,,,,,,
4,Salomón Rondón,b318a643,33,VEN,FW,32,5,0,0,0,0,0,0,0,0,4,0,0,0,0.0,0.0,0.0,0,0,1,4,25.0,0,1,0,0,4,2,0.0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,,0,0,0,3,0,0,1,0,0,0,0,0,2,66.7,,,,,,,,,,,,,
4,Shandon Baptiste,2886c9b5,26,GRN,CM,24,23,0,0,0,0,0,0,0,0,19,0,0,0,0.0,0.0,0.0,0,0,16,18,88.9,1,17,0,0,265,55,0.0,0,2,1,1,18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,,0,,0,1,1,19,2,0,0,1,0,0,0,0,0,0.0,,,,,,,,,,,,,
4,Tom Davies,9228b07c,26,ENG,CM,24,13,0,0,0,0,0,0,0,0,8,0,1,0,0.0,0.0,0.0,0,0,2,3,66.7,0,2,0,1,23,0,0.0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,2,0,2,0,100.0,0,0.0,0,1,0,3,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
4,Vitaliy Mykolenko,30d4a2e5,19,UKR,LM,23,85,0,0,0,0,1,1,0,0,40,1,1,0,0.1,0.1,0.0,2,0,25,30,83.3,4,16,0,0,404,128,0.0,1,0,2,1,26,4,0,0,0,1,4,0,0,0,0,0,1,1,0,0,,0,0,2,1,0,4,2,0.0,1,100.0,0,0,0,23,1,0,0,0,0,0,0,3,1,50.0,,,,,,,,,,,,,
4,Vitaly Janelt,8449d35e,27,GER,CB,24,22,1,0,0,0,3,2,0,0,29,0,0,1,0.8,0.8,0.0,2,0,21,24,87.5,2,21,1,1,301,56,0.1,0,1,0,0,24,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,1,6,100.0,0,0.0,0,0,0,22,0,0,1,0,0,0,0,1,1,50.0,,,,,,,,,,,,,
4,Yoane Wissa,2500cef9,11,COD,LW,25,67,0,0,0,0,1,0,1,0,13,1,0,1,0.4,0.4,0.0,1,0,2,5,40.0,0,4,0,0,21,9,0.0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.0,1,1,1,0,0,0,3,0.0,1,100.0,0,1,1,4,1,0,3,1,0,0,0,1,1,50.0,,,,,,,,,,,,,
4,Adam Smith,20b104bc,15,ENG,RB,31,45,0,0,0,0,0,0,1,0,22,4,0,0,0.0,0.0,0.0,0,0,11,17,64.7,1,4,0,0,138,34,0.0,0,0,0,0,13,4,0,0,0,0,4,0,0,0,0,0,2,4,0,0,100.0,0,0,4,0,0,2,0,,0,,0,2,0,9,0,0,1,0,0,0,0,2,0,0.0,,,,,,,,,,,,,
4,Alisson,7a2e46a8,1,BRA,GK,29,90,0,0,0,0,0,0,0,0,26,0,0,0,0.0,0.0,0.0,0,0,23,25,92.0,0,18,0,0,532,312,0.0,0,0,0,0,21,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,1,0,20,0,,0,,0,0,0,13,0,0,0,0,0,0,0,1,0,,2,0,2,100.0,0.6,5,9.1,25.3,5,0,0.0,4,35.5
4,Andrew Robertson,2e4f5f03,26,SCO,LB,28,68,0,1,0,0,1,0,0,0,65,0,0,0,0.1,0.1,0.1,2,1,55,64,85.9,3,39,2,1,856,202,0.0,1,3,0,0,57,7,1,0,2,3,3,3,1,1,0,0,0,0,0,0,0.0,1,0,0,0,0,0,1,100.0,0,0.0,1,0,1,53,10,0,0,0,0,0,0,1,2,100.0,,,,,,,,,,,,,
4,Ben Pearson,a6b461e7,22,ENG,CM,27,5,0,0,0,0,0,0,0,0,1,0,0,1,0.0,0.0,0.0,0,0,0,0,,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
4,Bobby Clark,73341ace,42,ENG,LM,17,8,0,0,0,0,0,0,0,0,7,0,0,2,0.0,0.0,0.0,0,0,1,1,100.0,1,3,0,0,29,17,0.1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,2,0,0,0,0,1,0.0,1,100.0,0,2,0,3,2,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,
4,Chris Mepham,fed96827,6,WAL,CB,24,81,0,0,0,0,0,0,0,0,40,0,0,1,0.0,0.0,0.0,0,0,27,34,79.4,1,10,0,0,464,173,0.0,0,0,0,0,33,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,4,0,9,0,0.0,0,0.0,0,0,0,24,0,0,0,1,0,0,1,4,0,,,,,,,,,,,,,,
4,Dominic Solanke,e77dc3b2,9,ENG,LM,24,45,0,0,0,0,0,0,0,0,14,0,0,0,0.0,0.0,0.0,0,0,5,9,55.6,0,6,1,1,28,12,0.0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2,0,0,0,0,1,1,100.0,0,0.0,1,3,0,10,2,0,2,1,0,0,0,0,1,50.0,,,,,,,,,,,,,
