gw,Player,playerID,Num,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Interceptions,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,CmpPct,PrgP,Carries,PrgC,Succ,TotDist,PrgDist,xA,KP,Passes_Final_Third,PPA,CrsPA,Live,Dead,FK,TB,Sw,Crs,TI,CK,Inswinging,Outswinging,Str,Pass_Offside,TklW,Def_3rd,Mid_3rd,Att_3rd,TklPct,Lost,Pass,TklAndInterceptions,Clr,Err,Def_Pen,Att_Pen,SuccPct,Tkld,TkldPct,CPA,Mis,Dis,Rec,PrgR,SecondCrdY,Fls,Fld,PKwon,PKcon,OG,Recov,Won,WonPct,SoTA,GA,Saves,SavePct,PSxG,Thr,LaunchPct,AvgLen,Opp,Stp,StpPct,NumOPA,AvgDist
4,Romain Perraud,6dfd8f05,15,FRA,LB,24,2,0,0,0,0,0,0,0,0,3,0,0,0,0.0,0.0,0.0,0,0,2,3,66.7,0,3,0,0,28,0,0.0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,,0,0,0,3,0,0,0,0,0,0,0,0,0,0.0,,,,,,,,,,,,,
4,Roméo Lavia,ecad9aa5,45,BEL,DM,18,90,0,0,0,0,1,0,0,0,49,2,2,2,0.0,0.0,0.0,3,0,36,39,92.3,3,32,0,1,613,149,0.0,1,1,1,0,39,0,0,0,1,0,0,0,0,0,0,0,2,2,0,0,100.0,0,1,4,1,0,3,0,50.0,0,0.0,0,0,1,27,0,0,2,1,0,0,0,11,0,0.0,,,,,,,,,,,,,
4,Scott McTominay,d93c2511,39,SCO,DM,25,90,0,0,0,0,2,1,1,0,45,2,0,0,0.3,0.3,0.0,2,0,23,30,76.7,3,22,1,1,329,70,0.1,0,3,0,0,28,2,2,0,0,0,0,0,0,0,0,0,1,2,0,0,100.0,0,0,2,8,0,11,4,100.0,0,0.0,1,1,0,20,1,0,5,1,0,0,0,6,3,33.3,,,,,,,,,,,,,
4,Sekou Mara,3544641e,18,FRA,RW,20,14,0,0,0,0,2,0,0,0,4,0,0,0,0.2,0.2,0.0,0,0,1,2,50.0,1,5,0,0,45,13,0.0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0,2,,0,,0,0,1,5,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,
4,Stuart Armstrong,97333cf5,17,SCO,LW,30,28,0,0,0,0,0,0,0,0,21,3,0,0,0.0,0.0,0.0,2,0,11,15,73.3,2,13,1,0,175,55,0.0,1,2,2,1,15,0,0,0,0,1,0,0,0,0,0,0,2,0,2,1,100.0,0,0,3,0,0,0,0,0.0,1,100.0,0,1,0,12,3,0,0,1,0,0,0,3,0,,,,,,,,,,,,,,
4,Tyrell Malacia,6b6c793c,12,NED,LB,23,90,0,0,0,0,0,0,0,0,59,3,3,1,0.0,0.0,0.0,1,0,39,45,86.7,3,26,1,0,536,204,0.1,0,1,0,0,35,10,1,0,0,0,9,0,0,0,0,0,3,3,0,0,50.0,1,0,6,5,0,1,1,,0,,0,2,0,28,2,0,2,0,0,0,0,5,2,100.0,,,,,,,,,,,,,
4,Bernardo Silva,3eb22ec9,20,POR,DM,28,90,1,0,0,0,3,1,0,0,72,0,0,0,0.2,0.2,0.6,7,0,52,60,86.7,5,46,13,4,781,96,0.4,4,3,2,1,56,3,0,0,0,2,1,2,0,0,0,1,0,0,0,0,,0,0,0,0,0,0,13,66.7,0,0.0,7,2,1,59,22,0,0,2,0,0,0,3,0,,,,,,,,,,,,,,
4,Cheick Doucouré,ce4f40c7,28,MLI,CM,22,90,0,0,0,0,1,1,0,0,29,1,1,1,0.0,0.0,0.0,0,0,18,20,90.0,1,13,0,0,323,66,0.0,0,1,0,0,20,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0.0,1,0,2,3,0,2,0,,0,,0,2,1,19,0,0,0,0,0,0,0,2,1,50.0,,,,,,,,,,,,,
4,Chris Richards,0a3d6d2b,26,USA,LB,22,34,0,0,0,0,0,0,0,0,18,0,1,0,0.0,0.0,0.0,0,0,9,13,69.2,0,6,0,0,155,24,0.0,0,0,0,0,12,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,1,1,0,2,0,,0,,0,1,0,11,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
4,Cole Palmer,dc7f8a28,80,ENG,RW,20,2,0,0,0,0,0,0,0,0,8,0,0,0,0.0,0.0,0.0,0,0,6,7,85.7,1,5,0,1,74,6,0.0,0,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,100.0,0,0.0,0,0,0,7,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
4,Eberechi Eze,ae4fc6a4,10,ENG,LM,24,90,0,1,0,0,0,0,0,0,27,0,0,0,0.0,0.0,0.1,2,1,14,18,77.8,0,18,2,2,222,41,0.0,2,0,0,0,15,3,1,1,0,2,0,1,0,1,0,0,0,0,0,0,0.0,2,0,0,0,0,1,1,50.0,2,50.0,0,1,2,18,3,0,0,2,0,0,0,4,0,0.0,,,,,,,,,,,,,
4,Ederson,3bb7b8b4,31,BRA,GK,29,90,0,0,0,0,0,0,0,0,25,0,0,0,0.0,0.0,0.0,0,0,24,24,100.0,0,15,0,0,582,381,0.0,0,0,0,0,20,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,20,0,,0,,0,0,0,13,0,0,0,1,0,0,0,3,0,,2,2,1,0.0,0.3,3,4.5,24.4,4,1,25.0,1,17.3
4,Erling Haaland,1f44ac21,9,NOR,FW,22,83,3,0,0,0,7,3,0,0,16,0,0,0,1.4,1.4,0.0,0,0,6,7,85.7,0,7,1,0,58,0,0.0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,10,,0,,1,2,0,13,6,0,3,0,0,0,0,1,1,50.0,,,,,,,,,,,,,
4,Jean-Philippe Mateta,50e6dc35,14,FRA,FW,25,17,0,0,0,0,0,0,1,0,6,0,0,0,0.0,0.0,0.0,0,0,3,3,100.0,0,4,1,1,59,0,0.0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,1,0,1,0,100.0,0,0.0,0,1,0,4,1,0,1,1,0,0,0,0,0,,,,,,,,,,,,,,
4,Jeffrey Schlupp,3312f911,15,GHA,CM,29,90,0,0,0,0,0,0,0,0,20,1,1,3,0.0,0.0,0.0,0,0,10,16,62.5,0,7,1,0,154,49,0.0,0,1,0,0,14,2,1,0,0,0,0,0,0,0,0,0,1,1,0,0,50.0,1,1,2,0,0,5,0,,0,,0,0,1,9,1,0,1,0,0,0,0,4,0,,,,,,,,,,,,,,
4,Joachim Andersen,e34fc66d,16,DEN,CB,26,90,1,0,0,0,1,1,0,0,52,0,0,0,0.1,0.1,0.0,0,0,31,41,75.6,0,25,0,1,874,403,0.0,0,1,0,0,36,4,4,0,2,0,0,0,0,0,0,1,0,0,0,0,0.0,1,0,0,8,0,22,1,50.0,1,50.0,0,0,0,36,0,0,1,3,0,0,0,2,1,50.0,,,,,,,,,,,,,
4,Joel Ward,8a7ff278,2,ENG,CB,32,90,0,0,0,0,0,0,0,0,44,1,1,0,0.0,0.0,0.0,0,0,23,35,65.7,0,19,1,0,456,176,0.0,0,1,0,0,31,4,2,0,0,1,2,0,0,0,0,0,1,1,0,0,0.0,1,0,2,4,0,5,0,,0,,0,1,0,22,1,0,0,1,0,0,0,5,2,50.0,,,,,,,,,,,,,
4,John Stones,5eecec3d,5,ENG,CB,28,90,0,1,0,0,1,0,0,0,105,3,0,1,0.2,0.2,0.6,1,1,99,100,99.0,6,78,5,0,1536,491,0.0,1,9,0,0,100,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,100.0,0,1,3,1,0,4,1,0.0,0,0.0,0,0,0,92,0,0,0,1,0,0,1,7,0,,,,,,,,,,,,,,
4,Jordan Ayew,da052c14,9,GHA,RM,30,73,0,0,0,0,0,0,0,0,22,2,0,0,0.0,0.0,0.0,0,0,7,9,77.8,0,10,1,0,98,41,0.0,0,0,0,0,9,0,0,0,0,1,0,0,0,0,0,0,2,2,0,0,100.0,0,0,2,1,0,1,0,,0,,0,4,2,12,2,0,2,5,0,0,0,4,1,12.5,,,,,,,,,,,,,
4,João Cancelo,bd6351cd,7,POR,LB,28,60,0,0,0,0,0,0,0,0,63,2,2,0,0.0,0.0,0.0,2,0,48,58,82.8,7,38,0,0,797,263,0.1,1,6,4,2,50,8,0,0,0,3,8,0,0,0,0,0,2,2,0,0,100.0,0,0,4,0,0,0,0,,0,,0,1,1,47,9,0,1,0,0,0,0,2,1,50.0,,,,,,,,,,,,,
4,Julián Álvarez,15ab5a2b,19,ARG,LW,22,30,0,0,0,0,0,0,0,0,24,0,0,1,0.0,0.0,0.0,2,0,20,21,95.2,0,17,0,1,247,14,0.1,0,0,0,0,21,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,3,100.0,0,0.0,0,1,0,22,7,0,0,2,0,0,0,1,1,50.0,,,,,,,,,,,,,
4,Kevin De Bruyne,e46012d4,17,BEL,AM,31,88,0,0,0,0,3,0,0,0,88,1,0,2,0.1,0.1,0.2,6,2,50,79,63.3,7,55,2,1,955,233,0.2,2,5,6,3,72,6,3,0,1,13,2,1,0,1,0,1,1,0,0,1,100.0,0,2,1,1,0,1,3,100.0,0,0.0,0,1,1,72,11,0,2,0,0,0,0,4,0,0.0,,,,,,,,,,,,,
4,Kyle Walker,86dd77d1,2,ENG,RB,32,90,0,0,0,0,0,0,0,0,118,0,0,0,0.0,0.0,0.1,1,0,108,117,92.3,19,77,0,1,2133,616,0.1,1,27,1,0,114,3,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0.0,2,0,0,0,0,1,0,100.0,0,0.0,0,0,0,102,0,0,0,1,0,0,0,6,1,100.0,,,,,,,,,,,,,
4,Marc Guéhi,d0706b27,6,ENG,CB,22,90,0,0,0,0,0,0,1,0,43,2,1,1,0.0,0.0,0.0,0,0,26,31,83.9,1,18,0,0,534,136,0.0,0,2,0,0,31,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,100.0,0,1,3,5,0,16,0,,0,,0,0,0,25,0,0,1,1,0,0,0,4,1,100.0,,,,,,,,,,,,,
4,Michael Olise,c4486bac,7,FRA,RM,20,17,0,0,0,0,0,0,0,0,3,1,0,1,0.0,0.0,0.0,0,0,0,1,0.0,0,1,1,0,0,0,0.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,,0,1,1,0,0,0,0,,0,,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
4,Nathaniel Clyne,0442183b,17,ENG,RB,31,73,0,0,0,0,0,0,0,0,29,1,0,0,0.0,0.0,0.0,0,0,15,24,62.5,1,10,2,0,270,86,0.0,0,0,0,0,18,6,0,0,2,0,6,0,0,0,0,0,0,0,1,0,100.0,0,0,1,0,0,1,0,,0,,0,1,0,17,0,0,0,0,0,0,0,2,0,,,,,,,,,,,,,,
4,Odsonne Édouard,0562b7f1,22,FRA,FW,24,66,0,0,0,0,0,0,0,0,25,0,0,0,0.0,0.0,0.0,1,0,17,20,85.0,5,15,2,1,248,65,0.0,0,1,1,0,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,33.3,2,66.7,1,0,1,15,1,0,2,0,0,0,0,6,1,50.0,,,,,,,,,,,,,
4,Phil Foden,ed1e53f3,47,ENG,LW,22,90,0,1,0,0,2,0,1,0,69,2,1,1,0.3,0.3,0.5,5,2,52,59,88.1,6,43,1,0,713,199,0.5,3,2,5,2,56,3,0,1,0,5,2,1,0,1,0,0,1,1,1,0,100.0,0,1,3,0,0,0,6,0.0,2,100.0,0,1,1,57,5,0,2,1,0,0,0,6,0,0.0,,,,,,,,,,,,,
4,Riyad Mahrez,892d5bb1,26,ALG,RW,31,60,0,0,0,0,0,0,0,0,53,1,0,1,0.0,0.0,0.1,3,0,45,49,91.8,4,45,1,1,764,148,0.1,1,0,3,0,46,3,1,0,0,4,0,2,2,0,0,0,1,0,0,1,50.0,1,1,1,0,0,0,3,25.0,1,25.0,1,2,0,47,16,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,
4,Rodri,6434f10d,16,ESP,DM,26,90,0,1,0,0,0,0,0,0,103,2,1,1,0.0,0.0,0.0,1,1,88,97,90.7,14,60,4,1,1665,387,0.1,1,11,0,0,91,6,3,0,2,0,0,0,0,0,0,0,1,1,1,0,,0,1,3,0,0,1,3,50.0,1,50.0,0,0,0,73,2,0,3,0,0,0,0,7,4,80.0,,,,,,,,,,,,,
4,Rúben Dias,31c69ef1,3,POR,CB,25,90,0,0,0,0,0,0,0,0,117,1,1,0,0.0,0.0,0.0,2,0,107,114,93.9,8,76,1,0,1782,428,0.0,0,12,0,0,112,2,0,0,0,0,2,0,0,0,0,0,1,0,1,0,,0,0,2,1,0,1,1,,0,,0,0,0,95,0,0,2,0,0,0,0,5,5,83.3,,,,,,,,,,,,,
4,Sergio Gómez,01e5f06e,21,ESP,LB,21,7,0,0,0,0,1,0,0,0,11,0,0,0,0.1,0.1,0.0,0,0,8,9,88.9,0,4,0,0,84,31,0.0,0,2,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,,0,,0,0,1,11,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
4,Tyrick Mitchell,5cbd1eb0,3,ENG,LB,22,56,0,0,0,0,0,0,0,0,15,0,0,0,0.0,0.0,0.0,0,0,10,14,71.4,1,6,0,0,186,70,0.0,0,1,0,0,10,4,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0.0,2,0,0,1,0,2,0,,0,,0,0,0,7,0,0,0,0,0,0,0,3,0,,,,,,,,,,,,,,
4,Vicente Guaita,ab13a5aa,13,ESP,GK,35,90,0,0,0,0,0,0,0,0,39,0,0,0,0.0,0.0,0.0,0,0,25,37,67.6,0,16,0,0,689,450,0.0,0,1,0,0,21,16,5,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,1,0,36,0,,0,,0,0,0,12,0,0,0,0,0,0,0,1,0,,5,4,1,20.0,1.8,7,46.2,38.0,24,2,8.3,1,13.0
4,Will Hughes,a0666d3e,19,ENG,CM,27,24,0,0,0,0,0,0,0,0,10,0,0,1,0.0,0.0,0.0,0,0,7,8,87.5,1,3,0,0,131,54,0.0,0,1,0,0,6,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,1,0,0,1,0,1,0,,0,,0,0,0,6,0,0,0,1,0,0,0,0,0,0.0,,,,,,,,,,,,,
4,İlkay Gündoğan,819b3158,8,GER,DM,31,30,0,1,0,0,1,1,0,0,22,0,0,0,0.1,0.1,0.2,1,1,21,21,100.0,4,7,1,0,339,71,0.0,1,5,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0,1,,0,,0,0,0,21,1,0,1,0,0,0,0,1,1,100.0,,,,,,,,,,,,,
4,Adam Forshaw,9f1938ab,4,ENG,DM,30,17,0,0,0,0,0,0,0,0,13,0,0,0,0.0,0.0,0.4,2,0,8,12,66.7,0,5,0,1,111,36,0.2,1,0,0,0,9,3,2,0,0,3,0,1,0,1,0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,100.0,0,0.0,0,0,0,7,0,0,0,0,0,0,0,2,0,,,,,,,,,,,,,,
4,Adam Webster,c40b6180,4,ENG,CB,27,90,0,0,0,0,3,0,1,0,56,0,2,3,0.5,0.5,0.0,1,0,37,44,84.1,2,29,0,0,947,340,0.0,0,6,0,0,41,3,2,0,1,0,1,0,0,0,0,0,0,0,0,0,,0,0,2,2,0,5,3,,0,,0,0,1,28,0,0,1,0,0,0,0,11,3,100.0,,,,,,,,,,,,,
4,Alexis Mac Allister,83d074ff,10,ARG,CM,23,90,0,0,0,0,0,0,1,0,39,4,0,0,0.0,0.0,0.0,1,0,22,30,73.3,3,19,1,1,424,68,0.0,1,4,0,0,30,0,0,0,1,0,0,0,0,0,0,0,2,0,4,0,0.0,5,0,4,1,0,1,0,50.0,0,0.0,0,0,2,18,0,0,2,3,0,0,0,8,0,,,,,,,,,,,,,,
4,Brenden Aaronson,5bc43860,7,USA,AM,21,81,0,0,0,0,0,0,1,0,30,2,0,0,0.0,0.0,0.0,3,0,20,25,80.0,0,22,2,4,239,62,0.0,0,0,0,0,22,3,1,0,0,4,1,1,0,1,0,0,1,0,2,0,100.0,0,0,2,1,0,1,3,66.7,1,16.7,1,2,4,26,7,0,2,1,0,0,0,2,0,0.0,,,,,,,,,,,,,
4,Daniel James,c931d9f9,20,WAL,RW,24,58,0,0,0,0,0,0,0,0,22,2,1,2,0.0,0.0,0.0,1,0,7,12,58.3,1,10,2,0,92,19,0.0,0,0,1,0,12,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,66.7,1,2,3,1,0,0,1,0.0,0,0.0,1,1,0,13,2,0,0,3,0,0,0,1,0,,,,,,,,,,,,,,
4,Danny Welbeck,ce5143da,18,ENG,FW,31,87,0,0,0,0,0,0,0,0,28,1,0,1,0.0,0.0,0.3,2,0,12,16,75.0,3,13,2,0,127,50,0.3,2,0,2,0,16,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0.0,1,1,1,1,0,2,1,,0,,0,7,2,20,5,0,1,0,0,0,0,1,3,60.0,,,,,,,,,,,,,
4,Diego Llorente,bba30585,14,ESP,CB,29,90,0,0,0,0,1,0,0,0,87,2,5,1,0.4,0.4,0.0,0,0,59,76,77.6,4,54,1,0,1156,416,0.0,0,3,0,0,74,2,2,0,0,0,0,0,0,0,0,0,2,1,1,0,,0,1,7,1,0,10,1,,0,,0,0,0,51,0,0,1,0,0,0,0,14,2,50.0,,,,,,,,,,,,,
4,Enock Mwepu,1d5cab82,8,ZAM,FW,24,21,0,0,0,0,0,0,0,0,7,0,0,1,0.0,0.0,0.0,0,0,2,3,66.7,0,2,0,0,15,0,0.0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,0,,0,,0,2,0,4,2,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,
4,Illan Meslier,6b625ac2,1,FRA,GK,22,90,0,0,0,0,0,0,0,0,42,0,1,0,0.0,0.0,0.0,0,0,30,40,75.0,0,24,0,0,633,324,0.0,0,0,0,0,27,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,0,0,36,0,,0,,0,0,0,22,0,0,0,0,0,0,0,0,0,,4,1,3,75.0,1.3,6,20.7,27.9,10,0,0.0,0,3.7
4,Jack Harrison,aa849a12,11,ENG,LW,25,73,0,0,0,0,1,0,0,0,43,2,1,2,0.0,0.0,0.1,1,0,18,29,62.1,3,24,2,2,229,79,0.0,1,0,1,0,27,1,0,0,0,1,0,1,1,0,0,1,1,0,2,0,0.0,2,2,3,0,0,0,1,66.7,1,33.3,1,4,1,28,5,0,1,2,0,0,0,5,1,100.0,,,,,,,,,,,,,
4,Jan Paul van Hecke,4fd08daa,29,NED,RB,22,3,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0,0,1,1,100.0,0,0,0,0,22,11,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,
4,Joe Gelhardt,01962d0d,30,ENG,RW,20,9,0,0,0,0,1,0,0,0,10,0,0,1,0.0,0.0,0.0,0,0,5,7,71.4,1,5,1,1,53,17,0.0,0,1,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,50.0,0,0.0,0,0,1,7,2,0,0,1,0,0,0,1,0,,,,,,,,,,,,,,
4,Joël Veltman,dad4b285,34,NED,RB,30,69,0,0,0,0,0,0,0,0,34,1,0,1,0.0,0.0,0.0,0,0,19,32,59.4,0,12,1,2,382,171,0.0,0,1,0,0,20,11,0,0,0,0,11,0,0,0,0,1,1,1,0,0,50.0,1,1,1,0,0,1,0,100.0,0,0.0,0,0,2,13,0,0,0,2,0,0,0,3,1,33.3,,,,,,,,,,,,,
4,Kaoru Mitoma,74618572,22,JPN,LM,25,12,0,0,0,0,0,0,0,0,12,2,0,0,0.0,0.0,0.0,0,0,6,9,66.7,1,2,1,0,61,27,0.1,0,1,0,0,8,1,0,0,0,0,1,0,0,0,0,0,2,2,0,0,100.0,0,0,2,0,0,1,1,,0,,0,1,1,5,0,0,0,0,0,0,0,3,0,,,,,,,,,,,,,,
4,Leandro Trossard,38ceb24a,11,BEL,LM,27,78,0,1,0,0,2,0,0,0,32,0,0,2,0.3,0.3,0.2,5,1,11,19,57.9,3,22,2,2,294,120,0.1,2,1,2,0,19,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,0,2,0,0,0,0,5,33.3,3,50.0,2,1,1,24,7,0,0,2,0,0,0,3,0,,,,,,,,,,,,,,
4,Levi Colwill,700783e7,6,ENG,LB,19,12,0,0,0,0,0,0,0,0,15,0,2,0,0.0,0.0,0.0,0,0,5,10,50.0,0,3,0,0,57,34,0.0,0,0,0,0,6,3,0,0,0,0,3,0,0,0,0,1,0,0,0,0,,0,0,2,1,0,2,0,,0,,0,0,0,2,0,0,0,0,0,0,0,1,1,100.0,,,,,,,,,,,,,
4,Lewis Dunk,282f75f3,5,ENG,CB,30,90,0,0,0,0,1,0,0,0,49,0,0,0,0.0,0.0,0.1,2,0,35,46,76.1,1,23,1,0,816,332,0.0,1,2,0,0,43,3,3,0,2,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,2,,0,,0,1,0,31,0,0,0,0,0,0,0,8,1,33.3,,,,,,,,,,,,,
4,Luis Sinisterra,8e16dd48,23,COL,LW,23,32,0,0,0,0,1,0,0,0,12,0,0,0,1.0,1.0,0.0,2,0,6,8,75.0,4,6,1,0,95,52,0.0,0,1,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0.0,1,100.0,0,1,0,7,2,0,0,1,0,0,0,1,1,100.0,,,,,,,,,,,,,
4,Marc Roca,da27e268,8,ESP,DM,25,58,0,0,0,0,0,0,1,0,45,1,1,0,0.0,0.0,0.0,1,0,31,40,77.5,6,24,0,1,618,306,0.0,1,7,0,0,39,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,,0,0,2,2,0,2,0,100.0,0,0.0,0,1,0,33,0,0,1,0,0,0,0,3,0,,,,,,,,,,,,,,
4,Mateusz Klich,282679b4,43,POL,AM,32,32,0,0,0,0,0,0,0,0,24,3,0,0,0.0,0.0,0.1,2,0,15,21,71.4,2,17,1,1,175,38,0.0,2,1,0,0,21,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,100.0,0,0,3,0,0,0,1,33.3,2,66.7,0,0,0,16,1,0,1,0,0,0,0,5,0,,,,,,,,,,,,,,
4,Moisés Caicedo,16264a81,25,ECU,CM,20,90,0,0,0,0,0,0,0,0,53,1,3,3,0.0,0.0,0.0,2,1,31,41,75.6,4,24,1,0,379,133,0.0,0,5,0,0,41,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.0,1,2,4,0,0,3,1,,0,,1,3,1,37,5,0,3,2,0,0,0,6,2,100.0,,,,,,,,,,,,,
4,Pascal Groß,8aec0537,13,GER,FW,31,90,1,0,0,0,2,1,0,0,40,2,0,1,0.4,0.4,0.6,4,0,18,32,56.3,5,14,0,0,402,232,0.3,2,3,0,0,24,8,5,1,0,6,0,2,1,1,0,0,1,1,0,1,0.0,2,0,2,0,0,1,4,,0,,0,2,0,16,5,0,0,0,0,0,0,1,0,0.0,,,,,,,,,,,,,
4,Pascal Struijk,f4d296e4,21,NED,LB,23,90,0,0,0,0,1,1,1,0,46,1,2,0,0.1,0.1,0.0,2,0,33,39,84.6,4,15,1,1,455,186,0.0,1,3,1,0,32,7,2,0,0,0,5,0,0,0,0,0,0,1,0,0,0.0,1,0,3,1,0,1,1,100.0,0,0.0,0,1,1,26,3,0,1,0,0,0,0,5,1,33.3,,,,,,,,,,,,,
4,Pervis Estupiñán,d38fdf53,30,ECU,LB,24,78,0,0,0,0,1,0,0,0,71,2,2,0,0.0,0.0,0.7,4,0,48,62,77.4,5,37,2,0,821,346,0.7,3,3,1,0,53,9,0,0,2,3,9,0,0,0,0,0,1,2,0,0,100.0,0,0,4,0,0,1,3,0.0,4,80.0,2,0,3,41,3,0,1,1,0,0,0,10,0,,,,,,,,,,,,,,
4,Rasmus Nissen,39769cff,25,DEN,RB,25,90,0,0,0,0,0,0,0,0,59,2,2,2,0.0,0.0,0.0,1,0,36,52,69.2,3,22,2,0,686,216,0.0,0,0,1,0,39,13,0,0,0,2,13,0,0,0,0,0,1,1,1,0,100.0,0,1,4,1,0,4,0,,0,,0,0,0,25,7,0,1,0,0,0,0,8,0,,,,,,,,,,,,,,
4,Robert Sánchez,6a713852,1,ESP,GK,24,90,0,0,0,0,0,0,0,0,33,0,0,0,0.0,0.0,0.0,0,0,20,32,62.5,0,18,0,0,611,410,0.0,0,1,0,0,20,12,5,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,26,0,,0,,0,0,0,12,0,0,0,0,0,0,0,1,0,,2,0,2,100.0,0.5,4,48.0,39.7,10,1,10.0,0,8.3
4,Robin Koch,ea6bc03a,5,GER,CB,26,90,0,0,0,0,0,0,0,0,74,2,3,0,0.0,0.0,0.0,0,0,49,65,75.4,2,42,0,0,1084,451,0.0,0,4,0,0,65,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,50.0,1,0,5,3,0,8,0,,0,,0,0,0,52,0,0,0,1,0,0,0,9,2,33.3,,,,,,,,,,,,,
4,Rodrigo,1fb1c435,19,ESP,FW,31,90,0,0,0,0,5,1,0,0,40,1,0,0,0.3,0.3,0.0,1,0,21,29,72.4,2,24,3,0,408,72,0.0,0,2,0,0,26,3,0,0,1,0,1,0,0,0,0,0,1,0,1,0,,0,0,1,3,0,3,3,,0,,1,2,0,28,9,0,2,0,0,0,0,2,2,40.0,,,,,,,,,,,,,
4,Solly March,bb5fbd2b,7,ENG,RM,28,69,0,0,0,0,4,3,0,0,28,1,0,2,0.8,0.8,0.0,2,0,8,16,50.0,0,12,2,0,138,38,0.0,1,0,0,0,13,3,0,0,0,2,0,3,1,1,0,0,1,0,1,0,100.0,0,2,1,1,0,1,4,0.0,0,0.0,2,2,1,14,1,0,2,3,0,0,0,1,3,75.0,,,,,,,,,,,,,
4,Tariq Lamptey,f4e433d4,2,GHA,RB,21,21,0,0,0,0,0,0,0,0,8,0,0,0,0.0,0.0,0.0,0,0,3,5,60.0,1,3,1,2,48,17,0.0,0,0,0,0,3,2,0,0,0,1,2,0,0,0,0,0,0,0,0,0,,0,0,0,1,0,1,1,66.7,1,33.3,0,1,0,3,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,
4,Tyler Adams,2b09d998,12,USA,DM,23,90,0,0,0,0,0,0,0,0,72,4,0,0,0.0,0.0,0.0,3,0,49,60,81.7,7,33,2,0,710,179,0.0,1,8,0,0,58,2,1,0,0,0,1,0,0,0,0,0,2,3,1,0,50.0,1,0,4,1,0,2,1,,0,,0,2,2,43,1,0,4,1,0,0,0,4,1,33.3,,,,,,,,,,,,,
